"duration","end_of_fade_in","key_confidence","loudness","mode","mode_confidence","start_of_fade_out","tempo","time_signature_confidence","artist_familiarity","artist_hotttnesss","year","newdata$key1","newdata$key2","newdata$key3","newdata$key4","newdata$key5","newdata$key6","newdata$key7","newdata$key8","newdata$key9","newdata$key10","newdata$key11","newdata$time_signature3","newdata$time_signature4","newdata$time_signature5","newdata$time_signature7"
217.23383,1.042,0.005,-9.493,0,0.305,213.496,95.596,1,0.504075669930316,0.334577360119099,1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
344.05832,0.068,0.425,-9.253,1,0.486,335.029,154.953,0,0.717670524728552,0.479308459338227,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251.42812,0.071,0.391,-12.009,1,0.319,237.598,86.091,0.551,0.669726187566145,0.427914246982955,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.7922,0.218,0.715,-11.043,1,0.614,257.416,90.218,1,0.569741152281897,0.412240600535607,1997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
206.05342,0,0.641,-11.506,0,0.597,206.053,133.144,0,0.640048357156545,0.404392640154771,1977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241.162,0.549,0.222,-8.531,1,0.403,230.342,180.149,0,0.643182772912233,0.500691340913453,1986,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122.64444,0.99,0.61,-8.541,0,0.489,109.627,102.538,0.869,0.411421048261774,0.338414818483254,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207.0722,2.583,0.442,-6.629,1,0.371,202.757,84.164,0.853,0.751007620036978,0.523699077765391,1985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300.79955,0,0.666,-13.33,1,0.658,298.347,124.175,0.698,0.548585130198109,0.383524247327727,1995,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
228.46649,0,0.458,-12.412,1,0.602,228.466,137.004,0,0.749317800961453,0.481655862412456,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165.61587,2.171,0.108,-6.222,1,0.256,165.616,174.287,0.132,0.668370611551865,0.457553909836493,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187.92444,0.328,0.612,-5.907,1,0.735,180.344,116.823,0.347,0.845768866448544,0.788805935162014,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144.50893,0.237,0.093,-7.787,0,0.423,140.057,152.622,0.358,0.778816716562571,0.554291489012816,1992,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
246.69995,0.322,0.161,-9.603,1,0.205,224.049,112.903,1,0.71116578657769,0.466826992527187,1990,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
84.03546,0.328,0.469,-26.266,1,0.591,75.79,115.642,0.44,0.443162397597708,0.300454459812308,1985,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
273.52771,2.177,0.652,-6.305,1,0.694,268.893,125.013,1,0.400433513458098,0.26627528554651,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161.38404,0.165,0.665,-9.161,0,0.606,161.384,96.979,0.895,0.61787011634435,0.363668110244624,1997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
229.61587,0,0.205,-4.882,0,0.332,213.664,105.206,1,0.845601886640232,1.00594196595474,2004,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
426.89261,0.286,0.05,-12.951,0,0.395,399.9,63.017,0.378,0.905776888666089,0.598458500982443,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136.48934,0.229,0.386,-9.091,1,0.632,130.026,129.122,0,0.606925358531719,0.389100776280181,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233.27302,0.386,0.53,-2.658,1,0.501,231.178,132.022,0.782,0.562463783579607,0.322485105661197,2001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187.24526,0.107,0.842,-4.42,1,0.721,178.625,183.92,0.063,0.481004583017583,0.335651839184701,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.11546,0.089,1,-15.581,1,0.886,182.729,82.343,0.387,0.449323615207662,0.343281881787083,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195.91791,0.165,0.883,-11.98,1,0.735,192.087,91.487,0,0.516443779772763,0.386669091706024,1990,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
118.33424,0,0,-11.215,0,0,118.334,84.69,0.678,0.728209707064004,0.538070295123783,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
288.41751,0.113,0.08,-8.165,1,0.665,279.179,115.606,0,0.798645178741883,0.552413345516945,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
283.76771,0,0.823,-8.7,1,0.69,271.83,113.677,1,0.605109701914858,0.39854753538058,1990,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
124.18567,0,0.074,-10.296,0,0.492,121.005,85.008,1,0.743129776147814,0.49356684269656,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223.4771,0.291,0,-14.438,1,0.138,220.026,112.006,0.844,0.430538907417281,0.316354000822297,1961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177.81506,0.554,0.695,-12.004,1,0.673,167.48,85.621,0.612,0.545110950821384,0.345751247019703,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
385.33179,3.048,0.822,-8.37,0,0.503,382.647,108.061,1,0.483339421556499,0.27756173775343,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
324.44036,0,0.558,-11.829,1,0.718,312.239,216.195,1,0.559278494223647,0.432011946857603,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
357.82485,0.131,0.485,-5.701,1,0.427,353.785,130.016,1,0.541975108210046,0.384184258496768,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198.3473,0.201,0.306,-8.709,0,0.22,182.184,175.769,0.7,0.683719467913038,0.412671630992698,1997,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
261.95546,0,0.96,-13.627,1,0.634,253.452,100.194,1,0.614870933919939,0.628246419191487,2005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
176.27383,0.183,0.171,-11.479,1,0.239,166.911,151.911,0.231,0.626436381751562,0.374271173856405,1985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
239.59465,0.31,0.601,-9.275,1,0.563,231.3,172.398,0,0.567278871182682,0.405178358907612,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.27302,0.45,0.497,-7.103,1,0.491,322.101,116.473,1,0.790922847956092,0.60118494179409,1994,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
283.21914,0.258,0.499,-15.144,1,0.652,277.467,111.191,0.851,0.657406765298449,0.42247242324322,1971,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
254.06649,0.43,0.446,-6.01,0,0.383,249.562,137.888,0,0.652367864188086,0.437964733141792,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212.37506,0.868,0.372,-5.931,0,0.207,209.438,110.745,1,0.792255589731717,0.566971566218583,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
338.33751,0,0.626,-14.248,0,0.575,328.986,130.027,0.509,0.573605491317041,0.372251207930065,1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
193.4624,2.717,0.373,-5.913,0,0.548,184.274,119.979,1,0.66264969533732,0.363177860659134,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234.762,0.101,0.172,-6.019,1,0.026,227.84,188.886,1,0.594779903502936,0.318902077868795,1999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
292.8322,3.344,0.295,-4.953,1,0.196,273.589,133.306,0.338,0.703349440411615,0.498395338349774,2001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
241.10975,2.659,0.965,-18.114,1,0.744,230.429,152.267,1,0.434272037449513,0.301502461858429,1990,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
210.36363,0.364,0.645,-5.904,0,0.683,201.497,155.074,0,0.406187449275063,0.273453727252786,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301.81832,2.566,0.683,-8.095,0,0.549,289.332,61.971,0.397,0.661001337101145,0.446890726549313,1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
416.80934,0,0.644,-7.982,0,0.607,396.533,124.04,0.82,0.830252261722486,0.507965802159374,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
117.002,0,0.458,-5.699,1,0.44,114.712,152.127,0.651,0.839275392927277,0.550762084655907,2005,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
203.98975,0.161,0.236,-11.976,0,0.384,182.921,154.322,0,0.604820431918202,0.383877493633567,1988,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
225.12281,0,0,-3.818,0,0.036,203.593,175.421,0,0.71116578657769,0.466826992527187,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219.01016,0.235,0.782,-5.21,1,0.662,203.233,149.94,0.128,0.737972528400142,0.555968803751809,2001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127.9473,0.165,0.655,-12.717,1,0.525,123.222,135.78,0.087,0.53060579793986,0.350327605227446,2001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240.74404,0,0.735,-4.878,0,0.838,240.744,135.535,0.583,0.593416048779783,0.395709547707622,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
192.20853,0.357,0.523,-23.988,1,0.537,183.229,139.189,0.418,0.631946665998367,0.380704535824457,1989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
215.30077,0.588,0.445,-9.741,0,0.496,208.376,163.445,0.015,0.618765785486148,0.409134868797484,2004,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
155.21914,0,0,-11.965,0,0.181,147.673,114.027,1,0.707335681257402,0.603876486918163,1971,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
428.56444,4.267,0.743,-8.403,0,0.727,414.697,105.994,1,0.8144481104168,0.607971809562902,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
654.28853,3.048,0.539,-5.884,0,0.617,638.462,118.433,0.802,0.780461748777041,0.574274730516856,2009,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
205.58322,0,0.025,-6.998,0,0.312,202.931,181.115,0.701,0.712098902127972,0.4133939112875,1991,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
203.83302,2.067,0.648,-7.661,0,0.629,195.117,126.941,1,0.622829996884789,0.426944256235766,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
140.66893,0.078,0.006,-28.347,0,0.127,135.285,89.495,0.614,0.727230315462875,0.476559378977782,1986,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
201.09016,0,0.608,-2.869,0,0.505,201.09,102.259,1,0.665728336424829,0.456940558441578,1988,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
254.79791,0,0.647,-7.309,1,0.54,236.141,107.529,1,0.539380590210686,0.360583582151675,1998,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
124.15955,0.38,0.724,-4.793,1,0.583,122.015,133.729,0.046,0.567814264000977,0.376688631022099,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321.35791,0,0.341,-6.2,0,0.369,312.761,193.693,0.617,0.784820389039253,0.572583336395046,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
168.56771,0,0.576,-16.968,0,0.621,159.637,130.284,0.706,0.905776888666089,0.598458500982443,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
350.71955,0.519,0.881,-13.038,1,0.901,334.17,152.013,1,0.352212816587382,0.297949266218626,2010,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
190.24934,0,0.441,-4.172,0,0.326,185.289,75.031,1,0.682045691634297,0.373464227763713,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
255.16363,2.67,0.473,-10.756,1,0.505,248.337,150.837,0.466,0.6309286076788,0.461558451959818,1981,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
187.53261,0,0.681,-23.527,1,0.541,180.355,97.981,0,0.450852685134409,0.332389870280803,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329.35138,0,0.144,-7.672,1,0.287,316.883,111.079,0.599,0.602555589129045,0.389535576188865,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
282.53995,0.351,0.34,-4.2,0,0.34,275.522,140.458,0.595,0.826075466698595,0.599602642649599,1996,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
388.28363,2.49,0.551,-16.433,1,0.583,383.994,132.506,0.195,0.684994896580656,0.415517082859726,1983,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345.93914,0.416,0.04,-6.951,1,0.148,339.754,153.862,0.404,0.761362238445862,0.467110648584549,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
243.1473,0.525,0.847,-14.737,1,0.639,235.886,93.238,0.521,0.464481281541022,0,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
261.74649,3.489,0.427,-9.628,1,0.398,250.921,124.086,0.366,0.68159855314603,0.537537201305225,1986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216.60689,0.177,0.558,-3.736,1,0.533,214.192,145.518,0.675,0.731184230412898,0.549204383877025,1988,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
271.77751,0,0.674,-6.947,1,0.556,267.761,90.648,1,0.33233088221294,0,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133.27628,0,0.783,-15.736,1,0.674,117.661,89.86,0.368,0.632242851125503,0.453435791193475,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
264.69832,0,0.594,-5.871,1,0.509,251.141,156.097,1,0.916058238482929,0.535408379229814,2006,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
192.1824,0.27,0.211,-6.258,1,0.363,192.182,155.038,0.41,0.618002714908771,0.34947632719785,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
418.87302,0.264,0.826,-11.702,1,0.912,411.481,117.168,1,0.465194733342488,0.362284090126323,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
198.26893,0,0.414,-14.509,0,0.485,193.782,132.967,0.405,0.483703807104369,0.351624468897398,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420.10077,7.367,1,-9.062,1,0.726,412.473,139.91,1,0.633817881697149,0.354725755302371,1996,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
397.26975,0.392,0.535,-6.788,1,0.333,397.27,95.882,0,0.574400788692001,0.446071584412455,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
229.79873,0.205,0.685,-12.772,1,0.418,226.441,135.175,0.639,0.441049960184353,0.353000688283705,1995,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
384.70485,0.254,0.582,-8.161,0,0.606,351.01,137.862,0,0.406166634913959,0.272385459553457,2001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
284.3424,0.206,0.49,-6.546,1,0.469,267.685,151.953,0.198,0.918451788888983,0.819588282228558,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
327.8624,0.38,0.509,-6.531,1,0.519,316.447,125.975,0.794,0.69300920358103,0.498668874796087,2001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286.30159,0.177,0.529,-6.933,1,0.317,273.601,154.09,0.625,0.815923420343686,0.555138321922641,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356.49261,0.276,0.764,-4.178,1,0.561,356.493,124.237,0,0.646618529099622,0.442652003041922,2001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
168.75057,0.281,0.445,-8.91,1,0.419,165.86,97.099,1,0.747708669319771,0.520407859726339,1989,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
201.56036,0,0.539,-2.069,1,0.379,201.56,140.63,0,0.783458021053493,0.589086799818133,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218.8273,0.194,0.355,-3.803,1,0.354,218.827,186.254,0.526,0.847081688243673,0.62508048097436,2003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
303.04608,0.102,0.745,-10.57,1,0.556,292.664,210.47,0.418,0.499939220988685,0.37444943049682,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224.522,0,0.435,-6.694,1,0.467,214.941,94.057,1,0.829135422074878,0.558298348128315,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
191.81669,3.146,0.137,-38.525,1,0.399,179.868,90.084,0.342,0.679519207792806,0.491828704353138,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177.24036,0.107,0.796,-1.843,1,0.732,171.404,106.698,0.792,0.720808697492608,0.467133519203726,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233.58649,0.229,0.604,-3.937,1,0.402,233.586,89.78,0,0.780461748777041,0.574274730516856,2001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.3473,0,0.054,-16.006,0,0.334,38.347,107.177,0.545,0.400433513458098,0.26627528554651,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
485.19791,4.923,0.878,-7.614,1,0.916,474.517,134.083,0.662,0.843526543333064,0.750311503248208,2007,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
288.49587,0.107,0.439,-5.912,1,0.383,276.95,160.022,0.719,0.829135422074878,0.558298348128315,2007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
70.26893,0,0.417,-16.942,0,0.524,64.505,128.173,0.189,0.609816403443079,0.560380805157951,2004,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
241.52771,0,0.532,-7.255,0,0.523,229.837,108.264,0.902,0.804523520669715,0.586433378718163,2003,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
106.52689,4.104,0,-12.385,0,0,106.527,97.76,0.832,0.444926412883422,0.344814468703985,2009,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
224.28689,2.409,0.693,-4.779,1,0.501,217.623,241.877,0.947,0.588370653419241,0.413237883924545,2002,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
340.29669,0.374,0.403,-11.356,1,0.196,327.396,91.328,0.884,0.71116578657769,0.466826992527187,1988,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
279.2224,2.009,0.905,-6.582,0,0.883,265.834,68.734,0,0.690080123787497,0.466775621926235,1998,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234.44853,0.374,0.166,-10.173,0,0.211,222.546,102.055,0,0.626436381751562,0.374271173856405,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155.95057,0.299,0.745,-14.123,1,0.704,144.283,109.065,0.04,0.394138539845893,0.291539727088778,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256.80934,0,0.638,-7.307,1,0.684,242.95,201.802,0.896,0.583231604587867,0.411448142778433,2000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
234.65751,0.638,0.572,-12.75,1,0.382,217.281,119.67,0.686,0.686988954629245,0.606630151729185,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301.06077,0,0.569,-4.144,1,0.591,290.743,143.97,0.456,0.808784961537313,0.59362436552686,2007,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
109.37424,2.258,0.163,-18.349,1,0.348,101.825,61.883,0.56,0.698770477795872,0.399451724005029,1987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
239.98649,5.939,0.03,-5.627,0,0.39,226.476,144.836,0.442,0.473626727530005,0.378498493106279,2002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
229.642,0,0.548,-1.998,1,0.602,226.22,108.499,0.785,0.801136449607641,0.605507135690575,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
143.98649,0,0.673,-7.901,0,0.677,134.6,193.978,0,0.609538991618905,0.482131081052904,2007,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
316.65587,0.164,0.613,-5.934,1,0.462,311.664,91.69,0.825,0.668509447109432,0.506545319485101,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
182.09914,0,0.076,-10.7,1,0.342,182.099,210.8,0.411,0.787098355480939,0.634412384930301,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205.21751,0.386,0.666,-4.332,1,0.578,195.785,82.205,0.945,0.65535911542615,0.405031297936469,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
316.73424,0.165,0.356,-15.54,1,0.524,307.177,162.682,0,0.605424289924876,0.409292116931302,1989,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
324.51873,0.073,0.75,-11.273,1,0.675,320.372,210.305,0.561,0.483243067320328,0.324430891992586,1993,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
172.01587,0.331,0.035,-9.745,0,0.607,167.869,175.393,0.751,0.415784607699615,0.307902093869496,1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165.66812,0.154,0.301,-10.917,0,0.358,160.508,128.459,0.937,0.708439813809029,0.623970265514267,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377.67791,0.537,0.656,-21.787,1,0.463,364.037,109.671,0.824,0.612837503827415,0.482298832130496,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
153.28608,0,0.087,-7.535,1,0.468,147.696,125.558,1,0.564512290929017,0.326845299833005,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215.35302,2.868,0.779,-10.918,0,0.773,205.636,211.327,1,0.535702528130379,0.384986116577812,2005,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
168.38485,0,0.327,-12.77,1,0.578,156.032,98.49,0,0.685125410686687,0.527066335067594,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159.76444,0.229,0.603,-9.79,1,0.134,155.527,68.283,0.692,0.66229870965635,0.379137555624937,1960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368.16934,0.288,0.252,-8.489,0,0.393,351.469,93.106,0,0.362358558580903,0.298372720986908,1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
266.4224,0,0.358,-5.947,0,0.324,266.422,80.149,1,0.542512528352317,0.403784234958625,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
313.7824,0.427,0.241,-11.488,1,0.362,308.094,107.197,1,0.716854351768935,0.414236247721994,1989,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
167.20934,0,0.605,-7.928,1,0.677,156.34,196.034,0.868,0.559991415075843,0.362902985648839,1989,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
260.28363,0.16,0.014,-2.939,0,0.32,257.869,90.008,0.676,0.679654239026026,0.380756415573468,2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
316.49914,2.061,0.6,-14.544,1,0.657,303.148,95.981,0.186,0.605139699964114,0.420937754837359,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
224.60036,0.085,0.719,-13.256,1,0.565,219.214,210.871,1,0.685503630431854,0.446732967590092,1989,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
236.25098,4.569,0.005,-5.12,1,0.51,226.569,112.787,0.572,0.851417628847365,0.592614927351834,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.36281,0,0.02,-23.996,1,0.361,43.363,93.779,0.666,0.593496043831268,0.404897335480111,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
